CPU Power (W), DRAM Power (W), Time (S)
67.87, 16.01, 555.716334, 
55.80, 14.24, 555.736994, 
56.21, 13.60, 555.757694, 
53.39, 14.02, 555.778618, 
56.31, 13.82, 555.799404, 
56.06, 12.63, 555.820311, 
57.59, 13.38, 555.840613, 
53.43, 12.21, 555.861700, 
54.30, 12.66, 555.882979, 
55.88, 12.34, 555.903577, 
55.29, 12.27, 555.924791, 
55.22, 13.00, 555.945262, 
54.55, 12.11, 555.966751, 
54.32, 12.66, 555.987323, 
49.56, 13.87, 556.008849, 
64.95, 15.24, 556.028404, 
65.39, 15.15, 556.047953, 
69.20, 14.77, 556.067286, 
65.95, 15.48, 556.086912, 
66.05, 14.57, 556.106602, 
66.27, 16.63, 556.126114, 
65.20, 15.35, 556.146478, 
66.54, 17.12, 556.167489, 
55.46, 14.73, 556.188029, 
55.33, 14.05, 556.208757, 
54.54, 13.65, 556.229792, 
55.01, 14.51, 556.250652, 
56.60, 13.24, 556.271498, 
54.36, 13.01, 556.292108, 
54.71, 13.12, 556.313575, 
55.44, 12.30, 556.334226, 
53.64, 12.45, 556.355031, 
55.01, 12.45, 556.376401, 
53.80, 11.84, 556.397718, 
57.90, 12.60, 556.418374, 
53.49, 12.39, 556.439181, 
54.15, 12.93, 556.460336, 
55.63, 15.29, 556.480033, 
66.99, 14.50, 556.499605, 
67.40, 15.41, 556.519207, 
69.03, 14.58, 556.538806, 
65.48, 15.34, 556.558447, 
68.83, 14.91, 556.578120, 
66.63, 16.18, 556.597825, 
70.39, 17.41, 556.617881, 
61.25, 14.40, 556.638357, 
59.73, 14.60, 556.658810, 
55.82, 12.75, 556.679757, 
53.96, 14.22, 556.700897, 
55.48, 13.98, 556.721429, 
53.34, 12.57, 556.743021, 
56.43, 13.37, 556.763379, 
53.20, 12.72, 556.784678, 
55.89, 12.15, 556.805113, 
54.07, 12.32, 556.826191, 
55.74, 12.29, 556.847138, 
55.69, 12.61, 556.867933, 
54.68, 12.52, 556.889125, 
54.59, 12.51, 556.910245, 
55.91, 13.53, 556.931535, 
64.53, 15.48, 556.951174, 
66.97, 14.97, 556.970848, 
66.39, 15.41, 556.990567, 
67.87, 14.52, 557.010261, 
64.48, 15.56, 557.029952, 
68.03, 16.30, 557.049712, 
64.73, 15.51, 557.069766, 
71.89, 16.41, 557.090399, 
54.14, 14.94, 557.110926, 
58.39, 13.73, 557.131964, 
55.64, 13.77, 557.153161, 
56.25, 14.02, 557.173736, 
56.66, 13.61, 557.194804, 
53.17, 11.94, 557.216427, 
53.16, 13.88, 557.237683, 
54.98, 12.25, 557.258424, 
56.28, 12.70, 557.279240, 
54.15, 12.06, 557.300739, 
52.63, 12.29, 557.322223, 
57.09, 12.75, 557.342981, 
51.09, 12.64, 557.364515, 
56.66, 12.97, 557.385208, 
56.22, 14.60, 557.404894, 
68.50, 14.60, 557.424541, 
67.34, 15.01, 557.444134, 
67.34, 14.98, 557.463745, 
64.84, 14.85, 557.483398, 
68.69, 15.98, 557.503072, 
67.64, 15.73, 557.522814, 
72.88, 17.87, 557.543344, 
54.03, 14.25, 557.564219, 
55.56, 14.42, 557.585050, 
57.06, 13.87, 557.605447, 
56.69, 13.52, 557.626001, 
55.22, 13.89, 557.647302, 
56.11, 12.32, 557.668453, 
55.36, 13.29, 557.688448, 
53.63, 12.14, 557.710043, 
54.31, 12.58, 557.731595, 
55.11, 12.30, 557.753009, 
54.90, 12.73, 557.773409, 
53.55, 12.13, 557.795031, 
55.00, 12.51, 557.816543, 
53.91, 12.84, 557.837652, 
56.60, 13.81, 557.859126, 
66.02, 15.11, 557.878998, 
65.08, 14.78, 557.898828, 
65.24, 15.27, 557.918641, 
66.99, 15.16, 557.938494, 
66.83, 14.53, 557.958364, 
67.21, 15.34, 557.977753, 
64.73, 16.07, 557.997336, 
72.79, 17.34, 558.017742, 
56.35, 14.34, 558.038333, 
55.80, 14.24, 558.059254, 
52.95, 13.70, 558.080711, 
56.50, 13.78, 558.101829, 
56.06, 13.45, 558.122682, 
55.50, 12.80, 558.143704, 
54.02, 12.98, 558.165217, 
54.80, 12.64, 558.186820, 
56.71, 12.49, 558.207536, 
51.85, 12.21, 558.228848, 
54.47, 12.53, 558.249746, 
55.41, 12.40, 558.271153, 
55.23, 12.27, 558.292642, 
56.43, 13.65, 558.312802, 
57.28, 14.23, 558.332562, 
67.45, 14.85, 558.352319, 
65.21, 14.84, 558.372098, 
65.50, 15.48, 558.391860, 
67.23, 15.16, 558.411632, 
67.31, 14.74, 558.431426, 
65.21, 15.73, 558.451269, 
65.90, 16.01, 558.470560, 
70.79, 17.04, 558.490441, 
54.73, 14.27, 558.510596, 
57.03, 14.08, 558.530743, 
61.05, 13.36, 558.550649, 
59.79, 14.40, 558.570551, 
55.53, 12.75, 558.590643, 
55.18, 13.18, 558.610520, 
55.81, 12.91, 558.631407, 
54.49, 12.57, 558.652304, 
55.24, 11.94, 558.672591, 
53.24, 12.56, 558.693398, 
53.71, 12.01, 558.714826, 
54.44, 13.14, 558.735652, 
54.31, 12.49, 558.756911, 
51.72, 13.27, 558.777169, 
58.94, 14.79, 558.796822, 
69.17, 14.58, 558.816380, 
66.04, 15.51, 558.835968, 
68.42, 14.60, 558.855584, 
64.62, 15.42, 558.875229, 
68.03, 15.53, 558.894926, 
68.13, 15.92, 558.914629, 
67.92, 17.90, 558.935112, 
57.37, 14.39, 558.955694, 
53.38, 14.87, 558.976315, 
55.73, 12.80, 558.996901, 
57.93, 13.88, 559.017243, 
58.28, 14.13, 559.037654, 
56.25, 12.47, 559.057988, 
57.35, 13.13, 559.078321, 
57.71, 12.54, 559.099352, 
55.92, 12.62, 559.120229, 
53.67, 12.48, 559.141608, 
56.79, 12.27, 559.162311, 
53.37, 13.05, 559.182828, 
55.72, 12.02, 559.203822, 
55.14, 12.29, 559.225091, 
55.21, 13.95, 559.246524, 
58.48, 15.31, 559.265862, 
68.21, 14.65, 559.285687, 
63.43, 15.23, 559.305490, 
66.83, 14.82, 559.325312, 
67.26, 14.57, 559.345110, 
65.53, 15.30, 559.364735, 
65.86, 15.98, 559.384466, 
65.82, 15.94, 559.405797, 
67.46, 15.97, 559.426113, 
59.09, 14.03, 559.446516, 
58.10, 13.85, 559.466898, 
55.82, 14.02, 559.487766, 
56.31, 13.29, 559.508578, 
56.78, 12.74, 559.529136, 
53.61, 13.38, 559.550760, 
55.30, 12.54, 559.571393, 
52.59, 12.54, 559.592661, 
55.52, 12.19, 559.613060, 
56.15, 12.32, 559.634300, 
55.42, 12.59, 559.654931, 
55.17, 12.67, 559.675803, 
54.31, 12.67, 559.696934, 
58.87, 14.82, 559.716539, 
69.32, 14.99, 559.736107, 
67.67, 15.12, 559.755507, 
68.44, 14.66, 559.775123, 
65.82, 15.28, 559.794765, 
69.07, 16.03, 559.814416, 
67.39, 15.35, 559.834095, 
64.05, 17.19, 559.855498, 
64.50, 14.76, 559.876540, 
56.80, 15.26, 559.896884, 
56.02, 12.81, 559.917742, 
56.77, 13.68, 559.938522, 
54.34, 14.13, 559.959736, 
56.59, 12.43, 559.980842, 
55.08, 12.93, 560.001219, 
55.61, 12.55, 560.022227, 
54.37, 12.46, 560.043665, 
53.68, 12.07, 560.065038, 
55.58, 12.12, 560.086882, 
54.16, 12.59, 560.107339, 
55.63, 12.06, 560.128458, 
55.18, 12.70, 560.149240, 
52.84, 13.43, 560.171404, 
63.81, 15.45, 560.190828, 
67.44, 14.66, 560.210489, 
67.46, 15.05, 560.230109, 
67.22, 15.40, 560.249755, 
68.94, 14.72, 560.269403, 
65.20, 16.09, 560.289100, 
67.49, 15.67, 560.309247, 
69.15, 17.82, 560.329439, 
56.87, 14.35, 560.349944, 
55.80, 13.88, 560.370522, 
56.79, 13.68, 560.391060, 
58.83, 13.87, 560.411574, 
55.39, 13.50, 560.432463, 
56.66, 12.12, 560.452983, 
55.07, 13.71, 560.473344, 
54.40, 12.09, 560.494803, 
55.84, 12.94, 560.515429, 
55.81, 11.99, 560.536491, 
55.53, 12.72, 560.557003, 
52.82, 12.61, 560.578268, 
55.11, 12.30, 560.598920, 
56.88, 12.87, 560.619328, 
55.44, 15.02, 560.639198, 
68.05, 15.32, 560.658840, 
66.17, 14.30, 560.678497, 
66.39, 15.42, 560.698143, 
67.89, 14.45, 560.717827, 
66.25, 15.87, 560.737526, 
67.58, 16.21, 560.757232, 
65.75, 16.85, 560.778567, 
68.24, 15.42, 560.799015, 
55.87, 14.93, 560.819457, 
54.77, 13.45, 560.840462, 
56.63, 14.02, 560.861326, 
57.28, 14.13, 560.882014, 
52.81, 12.82, 560.902875, 
56.19, 12.89, 560.923808, 
54.73, 13.00, 560.945378, 
53.76, 12.29, 560.965892, 
55.94, 12.30, 560.986900, 
54.44, 12.36, 561.008316, 
54.28, 12.94, 561.028838, 
56.05, 12.26, 561.049412, 
55.00, 12.74, 561.070161, 
56.78, 12.71, 561.091717, 
57.77, 15.33, 561.111463, 
67.35, 14.77, 561.131226, 
66.23, 15.20, 561.150503, 
66.85, 15.36, 561.170325, 
67.27, 14.77, 561.190138, 
65.60, 15.49, 561.209464, 
67.08, 15.74, 561.228826, 
62.94, 15.28, 561.248323, 
69.56, 17.64, 561.268542, 
56.62, 14.39, 561.289241, 
52.98, 13.70, 561.309936, 
56.91, 13.92, 561.330614, 
57.25, 13.96, 561.351449, 
54.62, 12.71, 561.372306, 
57.70, 13.12, 561.392493, 
53.84, 12.66, 561.413342, 
56.27, 12.19, 561.434029, 
56.20, 12.06, 561.454864, 
54.70, 12.50, 561.475243, 
55.91, 11.89, 561.496114, 
55.23, 12.46, 561.516612, 
56.28, 12.36, 561.537086, 
57.55, 13.83, 561.557962, 
63.13, 14.87, 561.577605, 
68.97, 14.45, 561.597264, 
65.26, 15.13, 561.616878, 
69.12, 14.65, 561.636405, 
67.57, 15.50, 561.655947, 
67.37, 15.66, 561.675536, 
64.07, 15.77, 561.695947, 
68.21, 17.86, 561.716607, 
55.04, 14.21, 561.737632, 
55.90, 13.63, 561.758320, 
57.33, 14.01, 561.779170, 
56.52, 13.84, 561.800078, 
56.41, 13.73, 561.820897, 
55.33, 12.52, 561.841336, 
55.83, 13.61, 561.861780, 
51.53, 12.55, 561.882982, 
56.21, 12.35, 561.903622, 
55.91, 12.62, 561.924640, 
55.61, 11.96, 561.945656, 
56.00, 12.33, 561.966368, 
55.27, 12.69, 561.987202, 
54.76, 12.25, 562.008346, 
55.87, 14.34, 562.028774, 
68.57, 15.51, 562.048341, 
67.29, 15.39, 562.067929, 
68.57, 14.27, 562.087562, 
64.38, 15.35, 562.107199, 
68.15, 15.04, 562.126652, 
65.09, 16.22, 562.146379, 
65.80, 16.19, 562.167918, 
66.80, 15.68, 562.188281, 
54.96, 14.52, 562.208824, 
53.76, 13.73, 562.229259, 
56.66, 13.80, 562.249809, 
56.34, 14.27, 562.270259, 
56.60, 12.70, 562.291296, 
56.23, 13.29, 562.312043, 
55.47, 12.91, 562.332829, 
56.10, 11.76, 562.353818, 
56.21, 12.64, 562.374574, 
55.15, 12.66, 562.395440, 
53.96, 12.56, 562.416519, 
56.72, 12.58, 562.437536, 
53.92, 12.34, 562.458246, 
57.18, 13.06, 562.478995, 
62.35, 15.23, 562.498583, 
67.38, 14.89, 562.518217, 
69.13, 14.57, 562.537856, 
66.98, 15.31, 562.557484, 
67.32, 14.54, 562.577131, 
67.15, 15.96, 562.596720, 
65.48, 15.72, 562.616995, 
74.90, 17.85, 562.636668, 
56.08, 14.86, 562.657247, 
54.49, 14.39, 562.677302, 
58.34, 13.51, 562.697882, 
56.85, 14.40, 562.718370, 
58.47, 13.63, 562.738777, 
57.71, 12.06, 562.759157, 
57.62, 13.38, 562.779168, 
56.87, 12.83, 562.799523, 
56.37, 12.29, 562.819875, 
57.20, 12.36, 562.840957, 
54.29, 12.57, 562.861949, 
55.74, 12.63, 562.882726, 
55.14, 12.11, 562.903566, 
56.23, 12.71, 562.924428, 
57.59, 13.76, 562.945430, 
66.36, 14.74, 562.965083, 
67.32, 15.11, 562.984622, 
67.50, 14.70, 563.004167, 
65.47, 15.43, 563.023739, 
68.38, 14.34, 563.043383, 
65.93, 16.41, 563.063068, 
60.37, 16.56, 563.085591, 
69.37, 16.17, 563.106208, 
52.53, 13.99, 563.127059, 
56.98, 14.16, 563.147550, 
54.55, 13.20, 563.168174, 
53.87, 13.58, 563.189206, 
53.92, 13.05, 563.210348, 
54.92, 12.68, 563.230983, 
53.70, 12.91, 563.252520, 
52.50, 12.54, 563.273621, 
53.31, 12.56, 563.295149, 
55.23, 12.20, 563.316625, 
53.83, 12.38, 563.337110, 
54.20, 12.27, 563.358404, 
53.67, 11.84, 563.380165, 
50.31, 13.44, 563.401764, 
55.18, 15.05, 563.421813, 
67.05, 14.35, 563.441600, 
65.24, 15.15, 563.461386, 
65.50, 15.23, 563.481171, 
67.26, 14.75, 563.500931, 
65.29, 14.34, 563.520558, 
66.56, 16.48, 563.539827, 
65.58, 15.33, 563.559586, 
69.72, 17.42, 563.579860, 
57.06, 14.45, 563.600147, 
54.60, 13.56, 563.620537, 
53.35, 13.59, 563.641628, 
55.36, 14.20, 563.662413, 
53.89, 12.46, 563.683928, 
53.32, 13.45, 563.705130, 
53.88, 12.33, 563.726608, 
56.28, 12.69, 563.747285, 
53.15, 12.50, 563.768596, 
54.58, 12.14, 563.789707, 
53.22, 11.93, 563.811534, 
54.02, 12.82, 563.832924, 
55.98, 12.89, 563.852658, 
52.93, 13.35, 563.874309, 
64.74, 15.95, 563.894127, 
67.36, 14.30, 563.913909, 
65.47, 14.72, 563.933691, 
65.51, 15.30, 563.953472, 
67.12, 14.48, 563.973272, 
65.22, 15.30, 563.993095, 
67.39, 16.21, 564.012589, 
74.07, 17.34, 564.036322, 
56.29, 14.92, 564.056693, 
55.76, 13.84, 564.077017, 
53.94, 13.20, 564.097943, 
53.94, 13.95, 564.119357, 
55.23, 12.79, 564.140941, 
55.00, 13.19, 564.161572, 
53.71, 12.56, 564.182869, 
54.12, 12.75, 564.204647, 
54.09, 12.25, 564.225821, 
54.26, 12.45, 564.246958, 
54.40, 12.13, 564.268170, 
54.10, 12.61, 564.289527, 
53.01, 11.94, 564.311173, 
56.39, 13.37, 564.332868, 
61.34, 15.67, 564.352636, 
67.52, 15.25, 564.372432, 
65.56, 14.53, 564.392230, 
67.68, 14.90, 564.412030, 
65.79, 14.96, 564.431809, 
67.60, 15.62, 564.451695, 
63.88, 15.17, 564.472167, 
70.44, 17.22, 564.492995, 
55.61, 14.40, 564.513819, 
55.92, 13.64, 564.534991, 
54.80, 13.84, 564.556009, 
54.22, 13.99, 564.577306, 
53.34, 13.35, 564.598734, 
55.74, 12.34, 564.619637, 
54.06, 13.05, 564.641261, 
54.69, 12.19, 564.662275, 
53.22, 12.26, 564.684188, 
54.02, 12.07, 564.706032, 
54.56, 13.02, 564.726551, 
54.43, 12.51, 564.747962, 
52.59, 12.24, 564.769414, 
54.81, 12.89, 564.790846, 
63.59, 15.00, 564.810632, 
65.24, 14.86, 564.830408, 
66.37, 14.89, 564.850200, 
64.50, 15.14, 564.869961, 
66.28, 14.38, 564.889690, 
65.50, 15.49, 564.909348, 
65.66, 15.94, 564.929029, 
63.37, 15.00, 564.948801, 
74.40, 17.56, 564.968655, 
60.46, 14.24, 564.988357, 
60.55, 13.44, 565.008479, 
55.00, 13.91, 565.029115, 
58.21, 13.78, 565.049615, 
53.81, 12.74, 565.070608, 
57.12, 13.17, 565.090763, 
56.25, 12.47, 565.111461, 
55.14, 12.46, 565.132746, 
55.26, 12.27, 565.153721, 
54.95, 12.61, 565.174380, 
56.92, 12.15, 565.194829, 
53.94, 12.42, 565.216185, 
54.98, 12.59, 565.237310, 
58.19, 14.46, 565.257248, 
66.78, 14.81, 565.276331, 
67.88, 15.35, 565.295145, 
67.68, 15.12, 565.314149, 
67.76, 15.11, 565.333134, 
67.67, 15.09, 565.352218, 
67.64, 16.23, 565.371133, 
64.53, 15.36, 565.391067, 
71.98, 17.12, 565.411154, 
58.21, 14.46, 565.431316, 
59.12, 14.56, 565.451556, 
57.07, 13.38, 565.471773, 
55.37, 13.93, 565.492636, 
57.15, 13.94, 565.513534, 
56.26, 12.27, 565.533901, 
57.04, 13.86, 565.554246, 
53.85, 12.23, 565.575021, 
57.52, 12.78, 565.595646, 
56.56, 12.41, 565.616337, 
53.51, 12.53, 565.637666, 
58.72, 12.44, 565.658648, 
56.59, 12.47, 565.678867, 
54.84, 12.33, 565.699230, 
57.87, 14.65, 565.719918, 
63.81, 14.92, 565.738819, 
66.56, 14.83, 565.757914, 
66.14, 15.25, 565.776921, 
64.72, 14.80, 565.795785, 
64.39, 14.93, 565.814815, 
65.89, 14.93, 565.833908, 
68.14, 14.86, 565.853024, 
64.35, 16.33, 565.872014, 
76.43, 17.93, 565.891777, 
58.49, 14.50, 565.911627, 
58.51, 13.51, 565.931602, 
57.85, 14.00, 565.951662, 
55.99, 14.20, 565.972393, 
53.99, 12.35, 565.993664, 
58.03, 13.37, 566.013646, 
54.50, 12.65, 566.034679, 
54.51, 12.47, 566.055976, 
54.78, 12.14, 566.077142, 
53.92, 12.40, 566.097663, 
55.42, 12.47, 566.118421, 
55.09, 12.45, 566.139889, 
54.69, 12.39, 566.161188, 
57.53, 13.76, 566.181490, 
66.01, 15.33, 566.201077, 
63.36, 15.33, 566.220123, 
67.47, 14.81, 566.239651, 
66.41, 14.75, 566.259013, 
67.02, 15.87, 566.278376, 
65.30, 15.79, 566.297596, 
64.19, 14.87, 566.318100, 
70.93, 18.16, 566.337417, 
54.90, 13.52, 566.358126, 
54.18, 14.28, 566.378241, 
54.40, 14.05, 566.398794, 
53.68, 13.23, 566.420376, 
55.18, 13.89, 566.441363, 
54.31, 12.09, 566.461544, 
54.50, 12.67, 566.481785, 
52.04, 13.06, 566.502536, 
56.78, 12.41, 566.523275, 
53.72, 12.53, 566.544321, 
53.07, 12.15, 566.564159, 
52.33, 12.11, 566.585865, 
54.91, 12.37, 566.605960, 
53.68, 11.64, 566.627938, 
54.93, 15.01, 566.648937, 
63.65, 14.97, 566.668302, 
64.90, 14.64, 566.687810, 
67.96, 14.95, 566.707409, 
64.39, 14.91, 566.727065, 
69.17, 14.56, 566.746948, 
69.05, 15.97, 566.766875, 
68.24, 16.06, 566.786808, 
76.26, 17.50, 566.806743, 
57.08, 14.63, 566.827243, 
60.54, 14.23, 566.847629, 
57.21, 13.35, 566.867994, 
57.71, 13.79, 566.888836, 
57.27, 13.59, 566.909658, 
56.57, 11.90, 566.930972, 
56.73, 13.77, 566.951877, 
53.29, 12.28, 566.972954, 
55.48, 12.60, 566.993935, 
55.62, 12.56, 567.015103, 
55.63, 12.40, 567.035897, 
56.50, 12.77, 567.056027, 
55.59, 12.52, 567.076147, 
56.69, 12.63, 567.095655, 
55.87, 14.42, 567.115396, 
69.07, 15.16, 567.135173, 
67.14, 14.93, 567.154932, 
68.59, 14.41, 567.174710, 
66.64, 15.09, 567.194419, 
68.82, 15.81, 567.214222, 
68.74, 15.75, 567.234072, 
69.87, 17.76, 567.254404, 
62.60, 13.98, 567.274876, 
57.66, 14.10, 567.295329, 
58.94, 13.98, 567.315969, 
55.15, 13.48, 567.336664, 
57.08, 13.93, 567.356601, 
56.94, 12.25, 567.376732, 
55.86, 12.41, 567.396883, 
55.45, 12.73, 567.417810, 
55.91, 11.93, 567.437857, 
56.16, 12.62, 567.457770, 
55.85, 12.32, 567.477649, 
53.92, 12.35, 567.497528, 
55.70, 12.66, 567.517416, 
54.59, 12.29, 567.537460, 
57.98, 12.45, 567.557025, 
55.47, 13.57, 567.577119, 
68.18, 15.15, 567.596715, 
65.90, 15.38, 567.616345, 
69.59, 15.02, 567.636015, 
67.44, 15.16, 567.655714, 
67.36, 15.62, 567.675443, 
69.14, 15.11, 567.695200, 
61.60, 16.76, 567.716759, 
70.88, 16.22, 567.737418, 
57.80, 14.21, 567.757819, 
58.24, 14.66, 567.777851, 
56.47, 13.89, 567.797986, 
55.79, 13.88, 567.818044, 
56.29, 13.07, 567.838134, 
55.96, 12.28, 567.858116, 
54.94, 13.18, 567.878931, 
54.03, 12.78, 567.899396, 
55.30, 12.67, 567.920163, 
56.44, 12.54, 567.941314, 
54.89, 12.39, 567.962640, 
55.55, 12.26, 567.983351, 
55.98, 12.27, 568.004639, 
55.77, 13.06, 568.025468, 
58.24, 14.39, 568.045665, 
67.23, 14.98, 568.065587, 
68.17, 15.19, 568.085514, 
68.18, 15.16, 568.105449, 
66.35, 15.15, 568.125389, 
68.57, 15.95, 568.145317, 
68.03, 15.02, 568.165278, 
70.38, 17.74, 568.187208, 
62.14, 14.44, 568.207494, 
57.86, 14.81, 568.227758, 
56.54, 13.67, 568.248964, 
57.09, 13.88, 568.269433, 
54.21, 13.62, 568.290455, 
56.07, 12.58, 568.311746, 
56.48, 12.99, 568.332117, 
55.80, 12.98, 568.352751, 
56.26, 12.47, 568.373596, 
55.98, 12.37, 568.394519, 
54.92, 12.68, 568.414789, 
55.22, 12.75, 568.435085, 
56.13, 12.38, 568.455261, 
56.20, 12.19, 568.475351, 
58.11, 13.83, 568.495163, 
61.42, 15.12, 568.514922, 
68.98, 14.91, 568.534643, 
66.90, 15.00, 568.554301, 
68.49, 15.21, 568.574073, 
68.33, 15.17, 568.593895, 
66.63, 15.49, 568.613751, 
65.22, 15.89, 568.634117, 
73.52, 17.46, 568.654992, 
56.04, 14.39, 568.675492, 
59.53, 14.23, 568.696024, 
55.21, 13.54, 568.716673, 
58.11, 13.77, 568.737457, 
57.42, 14.23, 568.757689, 
56.36, 12.39, 568.778088, 
57.67, 13.60, 568.798048, 
54.90, 12.15, 568.818103, 
56.62, 12.57, 568.838084, 
56.31, 12.34, 568.857913, 
55.82, 12.02, 568.877850, 
55.63, 12.05, 568.897799, 
55.62, 12.06, 568.917725, 
54.13, 12.34, 568.937586, 
56.18, 13.63, 568.957697, 
59.12, 15.12, 568.976603, 
65.04, 14.27, 568.995362, 
66.48, 15.08, 569.014223, 
66.59, 15.15, 569.033079, 
65.39, 14.51, 569.051763, 
65.63, 14.41, 569.070599, 
66.49, 14.91, 569.089621, 
66.25, 15.71, 569.108664, 
66.63, 15.73, 569.127936, 
77.66, 16.97, 569.147700, 
64.57, 13.93, 569.167412, 
62.45, 13.61, 569.187555, 
60.12, 14.08, 569.207922, 
57.42, 13.51, 569.227706, 
55.34, 12.28, 569.247877, 
59.16, 13.04, 569.268470, 
55.81, 12.67, 569.288721, 
55.11, 12.58, 569.309105, 
56.31, 12.63, 569.329910, 
54.17, 12.22, 569.351112, 
57.56, 12.58, 569.371825, 
53.97, 12.84, 569.392999, 
56.42, 13.33, 569.413526, 
59.18, 14.32, 569.433516, 
66.70, 14.99, 569.453509, 
66.95, 15.07, 569.473488, 
66.74, 15.09, 569.493437, 
64.97, 14.39, 569.513355, 
64.92, 14.96, 569.533291, 
67.01, 15.56, 569.553215, 
66.83, 15.57, 569.573102, 
75.62, 17.78, 569.593424, 
57.74, 14.98, 569.614037, 
59.91, 12.90, 569.634576, 
57.00, 13.96, 569.655054, 
59.84, 13.93, 569.675515, 
55.64, 12.45, 569.696237, 
57.54, 13.46, 569.716243, 
55.24, 12.83, 569.737559, 
56.06, 12.66, 569.758397, 
58.03, 12.56, 569.778897, 
54.86, 12.52, 569.799703, 
57.54, 12.16, 569.820198, 
55.31, 12.55, 569.840137, 
54.69, 12.66, 569.859942, 
56.74, 13.34, 569.880436, 
60.16, 14.85, 569.900082, 
67.56, 15.29, 569.919728, 
69.57, 14.59, 569.939449, 
67.24, 15.20, 569.959202, 
67.27, 15.17, 569.978974, 
69.05, 15.10, 569.998681, 
66.86, 16.04, 570.018561, 
73.08, 17.85, 570.038982, 
59.69, 14.59, 570.059362, 
57.75, 14.78, 570.079595, 
56.57, 13.62, 570.099983, 
56.10, 13.84, 570.120241, 
59.81, 14.22, 570.140322, 
56.41, 12.68, 570.160339, 
56.49, 13.36, 570.180251, 
56.95, 12.86, 570.200240, 
56.45, 12.38, 570.220039, 
54.77, 12.67, 570.240054, 
55.18, 12.31, 570.260017, 
55.25, 12.64, 570.279946, 
56.12, 12.28, 570.299898, 
54.79, 12.55, 570.319924, 
57.56, 12.65, 570.339843, 
56.18, 14.97, 570.358960, 
66.77, 14.84, 570.378313, 
65.33, 14.87, 570.397502, 
67.00, 14.57, 570.416768, 
65.11, 15.03, 570.436169, 
66.24, 14.28, 570.455707, 
66.10, 15.48, 570.475406, 
67.23, 16.05, 570.495248, 
73.77, 17.52, 570.517011, 
61.27, 14.81, 570.537310, 
58.68, 14.01, 570.557715, 
60.57, 13.35, 570.578107, 
57.64, 13.91, 570.598551, 
60.26, 13.44, 570.618937, 
56.43, 12.76, 570.639695, 
57.15, 12.90, 570.660884, 
56.10, 12.65, 570.681751, 
54.90, 12.68, 570.702612, 
54.81, 12.26, 570.723756, 
56.14, 12.65, 570.744682, 
56.20, 12.48, 570.765354, 
55.59, 13.06, 570.785478, 
57.45, 13.50, 570.805709, 
60.59, 14.47, 570.825506, 
68.20, 15.06, 570.845279, 
68.47, 14.41, 570.865091, 
66.92, 14.50, 570.884777, 
68.27, 14.80, 570.904526, 
66.85, 16.23, 570.924309, 
65.28, 15.90, 570.944830, 
73.54, 17.41, 570.965384, 
56.45, 14.54, 570.986015, 
59.80, 14.29, 571.006714, 
58.76, 14.15, 571.027085, 
55.06, 13.95, 571.048042, 
56.80, 13.84, 571.068826, 
54.49, 12.55, 571.089451, 
57.63, 13.72, 571.109099, 
57.07, 12.71, 571.128964, 
54.64, 12.10, 571.148817, 
55.23, 12.68, 571.168713, 
55.73, 12.66, 571.188608, 
55.27, 12.64, 571.208565, 
56.44, 12.39, 571.228276, 
55.40, 12.32, 571.248354, 
56.69, 13.06, 571.268877, 
56.89, 14.67, 571.288729, 
65.98, 15.39, 571.307478, 
64.85, 14.70, 571.326348, 
65.34, 14.65, 571.345330, 
66.42, 15.09, 571.364189, 
66.86, 15.16, 571.382966, 
66.71, 14.72, 571.402003, 
66.09, 16.37, 571.421049, 
66.56, 15.16, 571.440599, 
73.31, 17.73, 571.460541, 
62.08, 14.07, 571.480451, 
59.06, 13.54, 571.500771, 
57.38, 13.84, 571.520967, 
56.70, 13.07, 571.540899, 
55.87, 12.70, 571.560948, 
58.24, 12.60, 571.581381, 
55.11, 12.80, 571.601927, 
55.60, 11.83, 571.622682, 
56.20, 12.89, 571.643813, 
54.81, 12.13, 571.665220, 
55.02, 12.91, 571.685896, 
55.66, 12.23, 571.707178, 
55.92, 13.05, 571.728169, 
60.13, 14.64, 571.747973, 
68.32, 15.04, 571.767786, 
66.65, 15.06, 571.787618, 
66.49, 14.25, 571.807527, 
68.22, 14.98, 571.827302, 
68.87, 15.44, 571.847205, 
67.01, 15.63, 571.867340, 
77.20, 17.50, 571.887492, 
58.89, 13.98, 571.908033, 
58.62, 15.16, 571.928055, 
56.42, 13.50, 571.948833, 
55.15, 13.61, 571.969602, 
57.54, 13.77, 571.990514, 
57.33, 12.45, 572.011374, 
55.15, 13.18, 572.032405, 
53.70, 12.99, 572.053394, 
55.86, 11.98, 572.074398, 
56.08, 13.02, 572.095215, 
55.13, 12.36, 572.115585, 
56.53, 12.18, 572.135677, 
55.83, 12.29, 572.155679, 
54.19, 12.37, 572.176695, 
56.99, 14.01, 572.196907, 
60.73, 14.62, 572.215646, 
66.71, 15.03, 572.234492, 
66.95, 15.12, 572.253375, 
66.55, 14.46, 572.272291, 
66.74, 14.61, 572.291080, 
64.93, 14.28, 572.309948, 
64.98, 15.83, 572.329003, 
66.83, 15.97, 572.347876, 
68.12, 14.89, 572.370698, 
66.10, 16.89, 572.390797, 
57.65, 14.11, 572.411255, 
56.32, 13.75, 572.431423, 
