CPU_Power(W),DRAM_Power(W),Time(S),
55.59,13.03,527.317055, 
53.09,12.69,527.336966, 
60.9,13.36,527.356419, 
60.65,12.45,527.376064, 
67.08,14.64,527.395589, 
65.98,14.92,527.418832, 
70.69,15.84,527.438764, 
64.25,14.03,527.459228, 
72.11,16.99,527.481352, 
76.04,13.6,527.501315, 
56.08,12.83,527.521459, 
56.79,13.04,527.540882, 
63.88,13.79,527.56045, 
64.38,14.51,527.579854, 
74.79,16.28,527.600106, 
60.95,13.11,527.619904, 
58.45,13.09,527.639517, 
58.34,12.41,527.658604, 
58.33,13.1,527.677789, 
56.27,12.85,527.697854, 
62.96,13.67,527.717227, 
64.68,13.29,527.737089, 
62.24,13.24,527.756792, 
60.25,12.37,527.776311, 
60.53,13.07,527.7955, 
62.24,12.5,527.815441, 
63.78,13.23,527.834371, 
63.25,12.71,527.853359, 
63.88,12.52,527.872658, 
65.56,12.84,527.891954, 
61.38,12.88,527.911933, 
59.27,13.02,527.9312, 
56.99,12.53,527.951479, 
57.96,12.61,527.971401, 
56.78,12.19,527.991275, 
56.34,12.66,528.01133, 
57.7,12.79,528.031182, 
61.02,13.17,528.051331, 
54.59,12.6,528.072146, 
55.23,12.72,528.092565, 
50.66,12.14,528.113429, 
50.72,12.51,528.133673, 
60.41,13.5,528.152757, 
63.06,12.41,528.172456, 
60.2,13.29,528.191806, 
58.57,12.37,528.211746, 
61.39,12.86,528.231846, 
56.06,12.98,528.251648, 
58.55,12.85,528.271612, 
56.56,12.65,528.292161, 
55.39,12.35,528.312818, 
53.61,12.8,528.333482, 
53.66,12.61,528.354297, 
53.34,12.8,528.376016, 
51.27,12.36,528.39644, 
54.54,12.99,528.416902, 
54.47,12.77,528.437029, 
58.25,12.18,528.457703, 
56.3,12.72,528.478416, 
58.85,13.05,528.49769, 
58.78,12.73,528.517929, 
55.01,12.53,528.539251, 
56.6,12.62,528.559387, 
56.35,12.44,528.57957, 
59.62,12.18,528.599905, 
59.6,12.74,528.619428, 
53.49,13.25,528.638765, 
63.65,12.82,528.657467, 
66.67,13.29,528.676745, 
66.7,13.26,528.696036, 
63.71,13,528.715286, 
54.18,12.23,528.73624, 
59.66,12.82,528.756688, 
57.44,13.61,528.777335, 
58.26,13.18,528.795952, 
55.31,13.08,528.815812, 
59.7,12.53,528.835936, 
54.99,12.36,528.855978, 
56.47,12.42,528.87625, 
58.13,12.89,528.896626, 
50.51,12.56,528.918194, 
54.39,12.71,528.93846, 
55.26,13.35,528.960161, 
56.42,12.74,528.979868, 
56.71,13.32,528.999809, 
57.61,13.06,529.019323, 
60.06,12.3,529.039045, 
57.56,12.94,529.059394, 
59.8,12.83,529.079257, 
55.75,12.77,529.100219, 
53.16,12.55,529.121205, 
54.13,12.83,529.141624, 
53.3,12.76,529.162141, 
57.22,12.6,529.183062, 
53.76,13.05,529.203191, 
51.23,12.27,529.2249, 
54.7,12.93,529.244933, 
57.46,12.3,529.265526, 
52.53,12.33,529.286438, 
54.9,12.77,529.307019, 
55.54,12.44,529.327348, 
55.52,12.49,529.34787, 
61.64,12.72,529.367307, 
64.28,13.4,529.386129, 
62.12,13.05,529.404887, 
55.41,12.34,529.42391, 
64.41,12.95,529.442465, 
65.04,12.92,529.46102, 
61.85,12.28,529.479569, 
69.29,12.68,529.498884, 
60.37,12.07,529.519126, 
57.1,12.86,529.540485, 
56.48,13.03,529.559859, 
63.9,12.78,529.580084, 
59.39,13.15,529.599234, 
61.24,13.15,529.618952, 
63.66,13.33,529.637592, 
66.78,14.02,529.656137, 
67.3,13.99,529.675296, 
86.81,18.68,529.693753, 
72.27,12.99,529.712176, 
72.22,13.07,529.73072, 
68.18,12.91,529.749972, 
70.42,12.7,529.770107, 
66.53,12.54,529.789896, 
65.45,13.36,529.80913, 
66.83,12.44,529.828431, 
59.63,13.19,529.84929, 
59.64,14.12,529.869343, 
62.27,15.05,529.88911, 
59.54,14.68,529.910456, 
66.39,14.67,529.931, 
66.65,15.12,529.950592, 
65.44,14.49,529.969915, 
67.89,14.5,529.989228, 
67.46,15.48,530.008589, 
71.58,15.16,530.027716, 
73.14,14.47,530.047012, 
65.35,14.05,530.067013, 
61.38,12.61,530.086959, 
60.34,12.65,530.106933, 
63.03,13.78,530.125718, 
70.8,13.17,530.14465, 
66.73,12.31,530.164134, 
65.07,12.4,530.183889, 
64.23,13.15,530.202977, 
66.56,12.44,530.222056, 
69.43,13.33,530.24147, 
67.08,12.47,530.262461, 
62.63,15.06,530.281505, 
64.63,13.41,530.300957, 
66.53,14.68,530.32003, 
70.42,14.88,530.339183, 
66.45,14.51,530.358503, 
66.88,14.47,530.37778, 
68.82,14.06,530.397216, 
67.99,14.25,530.418056, 
66.16,14.79,530.437873, 
60.41,14.07,530.457989, 
67.07,14.67,530.477682, 
62.54,14.48,530.497602, 
61.69,12.53,530.517662, 
61.86,13.47,530.537507, 
64.56,12.8,530.557347, 
65.42,12.86,530.576555, 
63.66,12.64,530.596494, 
62.48,12.68,530.615789, 
69.74,12.84,530.63532, 
62.92,12.35,530.655216, 
62.7,12.92,530.675018, 
59.42,13.38,530.694943, 
64.95,14.12,530.714254, 
66.08,15.07,530.733563, 
66.12,14.41,530.752884, 
67.83,13.95,530.772173, 
67.64,14.2,530.791491, 
65.74,14.58,530.81082, 
65.77,14.69,530.830151, 
67.99,14,530.84946, 
66.03,14.33,530.868762, 
64,14.26,530.888059, 
66.12,13.63,530.907366, 
65.61,13.79,530.926643, 
64.27,12.43,530.945922, 
63.95,13.72,530.96521, 
63.94,12.63,530.984486, 
65.81,12.33,531.003767, 
65.14,12.31,531.023036, 
63.96,12.9,531.041577, 
69.73,13.12,531.060532, 
64.87,12.21,531.079008, 
68.9,12.31,531.097563, 
68.82,13.82,531.116131, 
73.73,15.42,531.135149, 
71.25,15.62,531.153782, 
72.44,16.48,531.172765, 
79.56,18.76,531.19427, 
81.96,15.18,531.212924, 
68.44,15.74,531.232067, 
70.42,14.29,531.25142, 
67.52,14.54,531.27122, 
67.17,14.99,531.290542, 
64.08,13.81,531.3098, 
67.11,14.3,531.32979, 
65.33,14.59,531.349255, 
67.04,12.66,531.368472, 
61.73,12.91,531.388304, 
66.37,13.75,531.408782, 
67.82,12.53,531.4281, 
68.17,12.77,531.447485, 
63.65,13.37,531.467063, 
68.64,12.93,531.486426, 
66.66,13.06,531.506099, 
66.27,12.51,531.525671, 
58.56,13.93,531.544959, 
65.4,15.17,531.564706, 
70.99,14.84,531.583854, 
65.69,14.57,531.603363, 
71.79,14.49,531.622717, 
68.77,14.82,531.642401, 
67.21,14.69,531.662054, 
61.46,14.91,531.681816, 
68.96,14.68,531.70121, 
68.61,14.47,531.720801, 
65.52,13.65,531.740587, 
64.53,14.56,531.759931, 
64.17,13.78,531.779483, 
64.86,13.16,531.798741, 
75.31,14.32,531.81801, 
68.19,12.99,531.837845, 
67.74,13.21,531.857277, 
69.16,13.39,531.876504, 
72.08,13.05,531.895806, 
70.97,12.85,531.915361, 
69.82,12.85,531.934566, 
67.52,13.14,531.954662, 
65.52,14.31,531.973576, 
71.36,14.67,531.992882, 
70.23,15.15,532.012553, 
71.61,13.96,532.031854, 
70.46,14.58,532.051119, 
65.35,14.6,532.070986, 
68.16,14.51,532.090532, 
66.93,14.9,532.109796, 
64.57,14,532.129491, 
66.35,14.63,532.149401, 
66.93,14.1,532.168205, 
68.33,14,532.187429, 
66.15,13.99,532.206121, 
70.31,12.96,532.225273, 
64.25,13.26,532.244742, 
65.58,13.36,532.264136, 
65.91,14.42,532.283715, 
68.32,14.73,532.303167, 
69.74,13.54,532.322429, 
66.53,12.75,532.341775, 
66.12,12.66,532.3616, 
77.03,16.22,532.380654, 
70.68,14.63,532.399444, 
69.19,14.95,532.418506, 
65.94,14.58,532.437613, 
70.48,14.79,532.457146, 
66.93,14.07,532.476254, 
71.25,16.92,532.495331, 
73.95,16.33,532.514286, 
66.11,14.66,532.533566, 
68.06,15.09,532.552441, 
67.04,15.28,532.572227, 
65.86,14.44,532.592665, 
66.09,13.9,532.611668, 
70.43,14.63,532.630533, 
65.2,12.87,532.649576, 
62.75,13.21,532.669771, 
62.37,12.8,532.688667, 
63.94,12.36,532.707702, 
62.11,11.98,532.727121, 
64.8,13.03,532.745902, 
67.47,13.3,532.764743, 
61.98,12.38,532.784918, 
63.48,12.33,532.804181, 
71.67,14.26,532.823295, 
72.12,16.18,532.842394, 
68.58,15.94,532.86204, 
71.59,14.84,532.881315, 
68.81,14.58,532.900563, 
66.36,14.21,532.920249, 
59.47,14.69,532.940064, 
66.45,15.47,532.959117, 
70.43,14.77,532.978461, 
70.39,15.16,532.997442, 
67.65,14.59,533.016482, 
67.53,14.5,533.036154, 
70,14.85,533.055612, 
59.45,12.19,533.075905, 
57.34,13.87,533.095941, 
58.99,12.28,533.117257, 
68.63,12.12,533.136686, 
68.66,13.74,533.15566, 
68.37,12.95,533.174613, 
66.77,12.4,533.193589, 
57.83,12.48,533.213992, 
62.32,13.15,533.233748, 
55.95,14.96,533.254228, 
58.99,15.09,533.274493, 
54.71,15.07,533.294459, 
58.21,14.69,533.313587, 
70.89,15.82,533.333388, 
59.13,14.85,533.353048, 
51.8,14.66,533.373734, 
54.75,14.23,533.394004, 
49.89,14.58,533.413022, 
62.89,14.49,533.432145, 
55.38,14.15,533.4517, 
58.14,13.98,533.471802, 
59.98,13.02,533.492318, 
51.06,13.83,533.512629, 
53.14,12.88,533.532668, 
58.09,12.34,533.552995, 
48.36,12.98,533.573474, 
52.92,12.3,533.594046, 
57.87,12.81,533.613845, 
58.98,13.02,533.633657, 
52.43,12.68,533.654519, 
50.82,13.06,533.674872, 
59.98,15.98,533.693754, 
59.61,13.43,533.713765, 
53.27,13,533.733492, 
59.61,12.75,533.753524, 
53.15,12.81,533.77361, 
51.87,12.34,533.794418, 
49,12.67,533.815388, 
59.34,13.48,533.834342, 
61.1,13.35,533.853547, 
53.15,12.62,533.874236, 
48.78,12.98,533.89486, 
62.41,12.99,533.91484, 
58.16,13.81,533.934408, 
56.02,12.27,533.953732, 
54.53,13.01,533.973092, 
56.37,12.03,533.992365, 
60.08,12.73,534.011382, 
55.32,12.19,534.030562, 
57.42,12.56,534.050092, 
58.35,14.19,534.06989, 
64.74,14.82,534.089026, 
79.13,17.25,534.107877, 
66.53,13.19,534.127737, 
58.85,12.33,534.14893, 
63.24,12.95,534.167695, 
64.64,12.91,534.187628, 
58.55,13.06,534.207373, 
62.42,12.76,534.227213, 
61.58,12.91,534.248054, 
67.43,14.34,534.267202, 
55.41,14.72,534.287924, 
58.07,15,534.307911, 
53.76,14.46,534.328815, 
57.75,15.12,534.348269, 
61.21,14.29,534.367936, 
58.05,14.77,534.387437, 
58.44,14.8,534.406876, 
53.34,14.14,534.42719, 
62.14,14.73,534.446944, 
63,14.94,534.466397, 
58.9,13.39,534.48748, 
57.29,14.47,534.508015, 
58.07,15.01,534.527685, 
69.69,15.92,534.548626, 
70.4,13.48,534.5675, 
59.01,12.4,534.587494, 
57.11,12.33,534.607987, 
60.62,12.53,534.628085, 
58.88,13.53,534.647842, 
63.59,12.86,534.667891, 
63.85,13.11,534.68783, 
59.91,13.05,534.706896, 
62,14.8,534.726051, 
67,14.96,534.744882, 
58.75,14.85,534.764654, 
68.01,14.89,534.7841, 
59.93,14.21,534.804587, 
61.15,14.55,534.824508, 
66.08,14.37,534.843995, 
59.69,14.83,534.863901, 
59.38,14.38,534.882778, 
70.25,14.04,534.901398, 
58.04,13.4,534.921507, 
60.64,14.78,534.940417, 
58.94,12.79,534.959602, 
65.67,13.54,534.978605, 
68.41,14.16,534.997505, 
60.13,12.26,535.018033, 
61.86,12.83,535.03697, 
65.5,12.75,535.056861, 
64.25,13.09,535.075707, 
58.9,12.4,535.095905, 
62.15,13.35,535.114819, 
65.48,13.7,535.134657, 
55.26,14.54,535.155649, 
50.07,15.03,535.176058, 
55.56,14.48,535.196272, 
61.38,15.15,535.216538, 
59.46,14.81,535.236194, 
51.13,14.52,535.256814, 
59.07,14.68,535.277441, 
57.15,14.88,535.2973, 
52.62,14.4,535.318284, 
50.91,13.84,535.338896, 
50.97,13.99,535.360531, 
49.26,13.46,535.380654, 
58.05,13.1,535.40039, 
60.4,13.01,535.420498, 
50.68,12.92,535.441964, 
55.08,12.95,535.462346, 
59.48,13.43,535.482856, 
59.5,14.26,535.503489, 
70.58,16.4,535.5242, 
60.45,11.92,535.544904, 
52.98,12.87,535.564745, 
60.95,12.8,535.584378, 
60.27,13.35,535.604158, 
52.62,12.72,535.625166, 
56.03,13.67,535.651948, 
61.13,13.85,535.672056, 
74.24,16.5,535.691684, 
56.03,13.38,535.711702, 
39.03,12.33,535.733357, 
43.88,12.68,535.755094, 
43.07,12.5,535.777134, 
37.8,12.44,535.799218, 
46.59,12.21,535.821152, 
48.2,11.91,535.842956, 
46.44,12.33,535.864774, 
39.6,12.31,535.88663, 
39.23,12.83,535.908185, 
38.83,13.12,535.930147, 
37.86,12.35,535.952745, 
40.07,12.92,535.974983, 
44.24,12.53,535.997581, 
39.18,12.5,536.02064, 
46.15,12.26,536.042129, 
38.17,12.29,536.064275, 
39,12.65,536.086493, 
53.17,13.51,536.107081, 
46.99,12.99,536.128637, 
51.96,12.63,536.149015, 
58.74,13.14,536.168334, 
55.35,12.6,536.188964, 
54.61,12.87,536.208218, 
60.78,13.06,536.228073, 
60.69,12.38,536.247535, 
58.67,13.29,536.267192, 
56.18,12.6,536.287649, 
57.5,13.17,536.308385, 
55.53,12.7,536.329102, 
55.53,12.89,536.348935, 
55.21,12.61,536.369891, 
59.55,12.55,536.389059, 
60.35,13.2,536.408273, 
59.68,12.98,536.427812, 
60.2,12.74,536.447494, 
56.09,12.7,536.468151, 
55,12.9,536.488123, 
58.06,12.95,536.507717, 
53.26,12.92,536.528768, 
56.53,13.02,536.549276, 
58.89,12.71,536.569723, 
53.6,12.38,536.590759, 
52.83,12.34,536.611026, 
62.93,13.59,536.630218, 
62.06,13.02,536.649372, 
62.6,12.4,536.669571, 
60.39,12.57,536.689329, 
54.13,12.87,536.70995, 
54.79,12.59,536.730455, 
59.04,12.53,536.751367, 
53.29,12.8,536.770824, 
58.31,12.88,536.790613, 
53.56,12.05,536.811811, 
53.84,13.29,536.832033, 
53.81,12.58,536.852414, 
58.36,13.04,536.871701, 
69.48,14.74,536.890979, 
71.66,15.71,536.910925, 
83.23,17.5,536.930054, 
74.23,15.76,536.949429, 
57.53,12.89,536.968059, 
66.34,13.09,536.988162, 
60.13,13.15,537.00766, 
58.79,13.65,537.027557, 
63.97,13.93,537.046672, 
66.03,14.51,537.066547, 
79.74,15.95,537.086312, 
57.71,12.82,537.107216, 
58.56,12.8,537.126709, 
58.37,12.75,537.145828, 
60.48,12.87,537.165157, 
57.38,13.03,537.185052, 
57.69,12.59,537.205243, 
53.66,12.61,537.226197, 
57.05,13.08,537.246465, 
52.62,12.67,537.267425, 
57.31,12.9,537.286706, 
57.13,12.36,537.306501, 
60.56,12.57,537.325278, 
60.17,12.84,537.344313, 
59.43,12.39,537.363837, 
56.9,12.91,537.383674, 
61.9,14.21,537.402971, 
63.6,14.32,537.422489, 
79.8,16.61,537.441749, 
62.11,12.39,537.461241, 
59.53,13.02,537.480711, 
56.89,12.08,537.499285, 
65.45,13.82,537.517823, 
67.85,14.18,537.537289, 
84.31,17.63,537.556671, 
56.12,12.3,537.576525, 
55.67,13.14,537.596097, 
59.99,11.85,537.615804, 
56.47,12.51,537.635779, 
56.21,13.17,537.655236, 
58.5,12.63,537.67538, 
55.15,12.61,537.695335, 
54.53,12.89,537.715313, 
59.33,13.24,537.734206, 
55.44,12.58,537.753654, 
57,13.04,537.773853, 
50.85,12.52,537.79463, 
59.01,13.39,537.814576, 
50.43,12.49,537.83544, 
53.22,12.16,537.856294, 
53.35,12.93,537.877247, 
46.53,12.61,537.897673, 
55.34,12.14,537.918863, 
59.4,13.35,537.938109, 
59.38,12.53,537.957734, 
57.13,13,537.977815, 
53.2,13.11,537.997623, 
55.12,12.84,538.017925, 
52.23,12.81,538.038205, 
44.83,12.88,538.059557, 
55.14,11.95,538.079333, 
54.92,12.75,538.099078, 
59.77,12.94,538.119248, 
60.54,13.69,538.138384, 
64.29,12.79,538.157253, 
59.96,13.62,538.177869, 
48.55,12.89,538.198984, 
52.83,12.55,538.219318, 
53.78,13.03,538.240068, 
60.87,13.15,538.260862, 
59.77,12.65,538.280771, 
53.86,12.63,538.300915, 
60.75,13.16,538.321495, 
52.87,12.89,538.342698, 
55.41,13.84,538.362393, 
54.12,12.76,538.383962, 
57.55,12.35,538.404089, 
58.6,12.81,538.424008, 
56.51,13.25,538.444231, 
47.91,12.74,538.465592, 
56.72,12.73,538.486085, 
51.3,12.42,538.507352, 
51.11,12.82,538.528929, 
47.06,12.07,538.550754, 
52.8,13.01,538.571067, 
50.35,12.47,538.591731, 
52.55,12.27,538.613045, 
59.9,13.77,538.633121, 
52.56,12.61,538.653711, 
61.74,13.74,538.673648, 
57.33,12.75,538.693111, 
59.81,12.84,538.711962, 
59,13.09,538.731174, 
54.34,12.84,538.750936, 
53.93,13.16,538.770587, 
63.1,13.08,538.789976, 
64.59,12.84,538.809027, 
65.92,12.66,538.828517, 
63.61,12.76,538.847518, 
61.35,12.32,538.867206, 
61.5,12.48,538.886905, 
50.96,12.61,538.907814, 
56.83,13.02,538.927911, 
51.37,12.59,538.948942, 
51.39,12.52,538.970643, 
55.69,13.05,538.990106, 
57.47,12.43,539.010558, 
55.8,13.2,539.030524, 
52.92,12.32,539.052068, 
61.05,13.77,539.071954, 
63.38,14.63,539.09231, 
72.4,16.5,539.114979, 
73.58,13.88,539.135116, 
64.62,13.11,539.155019, 
66.13,12.38,539.175675, 
63.95,12.57,539.19566, 
65.91,13.18,539.216234, 
69.46,12.49,539.236517, 
69.12,12.59,539.256974, 
63.63,12.06,539.276531, 
70.26,14.47,539.296423, 
66.39,14.82,539.316878, 
64.83,13.86,539.337037, 
59.94,14.96,539.357394, 
63.52,14.83,539.377874, 
64.52,14.97,539.397725, 
66.62,14.96,539.417597, 
63.4,14.3,539.437164, 
72.4,14.87,539.456877, 
66.95,15.16,539.476792, 
64.25,13.13,539.496977, 
68.08,14.26,539.516604, 
64.06,13.51,539.536707, 
60.89,12.69,539.556892, 
61.2,13.32,539.57689, 
60.49,12.71,539.596906, 
68.5,13.12,539.616725, 
69.25,13.57,539.636282, 
63.09,12.73,539.656286, 
64.07,12.9,539.676486, 
63.13,13.1,539.696844, 
64.91,12.86,539.717248, 
59.94,14.42,539.737564, 
64.76,14.57,539.757201, 
64.97,14.57,539.776865, 
65.99,15.18,539.796773, 
63.29,14.12,539.816558, 
66.85,14.95,539.83607, 
65.76,15.17,539.85653, 
63.86,14.86,539.876448, 
64,15.04,539.896337, 
66.64,14.29,539.91622, 
71.64,14.65,539.934934, 
63.1,14.11,539.955094, 
67.66,13.13,539.974383, 
66.32,12.9,539.994664, 
67.66,13.07,540.01494, 
62.46,12.89,540.034941, 
68.79,12.52,540.05416, 
66.77,12.86,540.074417, 
62.93,12.79,540.095266, 
62.62,12.71,540.115528, 
62.15,12.96,540.134708, 
68.22,13.84,540.153924, 
70.52,14.78,540.173463, 
68.63,15.21,540.193446, 
65.21,14.38,540.213434, 
64.02,14.5,540.233507, 
66.03,14.38,540.253502, 
64.82,14.73,540.273505, 
62.1,14.34,540.293495, 
65.27,13.91,540.313743, 
65.44,15.08,540.333529, 
66.7,13.17,540.353004, 
66.65,14.64,540.373, 
64.07,13.58,540.393066, 
61.61,12.7,540.41279, 
69.11,13.77,540.433528, 
71.09,13.51,540.45273, 
66.63,13.28,540.472574, 
65.61,12.43,540.491946, 
71.33,12.33,540.51222, 
67.45,13.32,540.53156, 
67.72,13.23,540.551259, 
57.6,12.72,540.572478, 
63.08,14.81,540.591908, 
60.99,14.97,540.611557, 
68.46,15.28,540.630808, 
70.81,14.99,540.650955, 
63.33,14.66,540.671027, 
62.23,14.58,540.691003, 
64.63,15.15,540.710968, 
61.75,14.45,540.731186, 
60.25,14.53,540.750883, 
59.22,13.97,540.770672, 
58.98,13.73,540.790704, 
60,14.06,540.807884, 
55.04,12.02,540.826663, 
58.07,13.46,540.845531, 
62.57,12.74,540.864098, 
59.06,12.25,540.883992, 
57.2,12.57,540.904979, 
58.31,12.27,540.924936, 
57.64,12.3,540.945901, 
57.49,12.08,540.966681, 
54.71,12.91,540.987004, 
48.45,13.69,541.007573, 
57.67,14.45,541.027387, 
56.35,14.66,541.047104, 
56.88,14.2,541.06748, 
57.78,14.23,541.08741, 
56.65,14.06,541.108241, 
55.6,14.37,541.12794, 
60.74,14.46,541.14708, 
65.99,14.2,541.166748, 
61.47,13.71,541.186849, 
58.16,13.85,541.207624, 
56.71,14.06,541.228694, 
58.14,12.48,541.249469, 
60.39,13.41,541.269148, 
57,12.14,541.289951, 
58.06,12.26,541.310959, 
54.88,12.14,541.333798, 
61.29,12.71,541.354578, 
62.92,12.33,541.374485, 
61.13,12.33,541.394419, 
63.43,12.87,541.414195, 
54.21,13.93,541.435076, 
54.49,14.5,541.456317, 
53.32,14.34,541.477305, 
54.29,14.46,541.498247, 
52.2,14.57,541.51946, 
51.78,14.39,541.540556, 
52.26,14.26,541.561938, 
51.72,14.52,541.582967, 
52.57,14.45,541.604181, 
59.65,13.84,541.623464, 
59.24,13.7,541.644333, 
52.74,13.02,541.664395, 
53.43,12.65,541.685832, 
53.03,12.36,541.707514, 
53.97,12.89,541.727006, 
62.71,13.01,541.747533, 
56.28,13.45,541.767819, 
55.04,12.45,541.787779, 
54.22,12.41,541.808407, 
51.37,12.59,541.828025, 
58.43,12.46,541.847577, 
67.29,15.28,541.866184, 
59.21,13.77,541.886425, 
82.45,15.59,541.905656, 
60.95,13.26,541.925303, 
51.86,12.05,541.945365, 
59.85,12.81,541.964887, 
52.33,13.02,541.984623, 
60.64,13.18,542.004202, 
57.77,12.94,542.02384, 
55.59,12.57,542.044251, 
56.5,12.06,542.064709, 
58.14,13.35,542.083706, 
56.57,12.38,542.103574, 
58.68,13.91,542.123732, 
58.49,12.86,542.143396, 
56,12.81,542.164169, 
48.47,12.96,542.183586, 
54.58,12.45,542.204187, 
56.76,13.05,542.22415, 
51.12,12.61,542.244886, 
45.4,12.51,542.265367, 
52.15,12.67,542.285265, 
51.78,12.58,542.305269, 
58.33,13.05,542.324779, 
64.83,14.34,542.34412, 
72.9,14.17,542.362929, 
82.23,17.48,542.381683, 
68.21,13.22,542.400434, 
61.18,12.56,542.42014, 
60.4,12.7,542.440528, 
59.89,13.01,542.46011, 
68.25,12.79,542.480183, 
60.55,13.02,542.500696, 
60.71,13.05,542.519793, 
66.72,13.59,542.539509, 
72.48,15.48,542.558572, 
69.34,14.89,542.577639, 
69.47,14.81,542.596712, 
69.56,14.27,542.615856, 
69.1,14.68,542.63498, 
67.78,14.87,542.654692, 
65.78,14.97,542.674162, 
69.29,14.27,542.693133, 
65.21,14.59,542.713207, 
67.21,14.16,542.732336, 
66.1,14.24,542.75228, 
66.12,14.21,542.771918, 
62.41,12.61,542.792128, 
63.76,13.43,542.811556, 
65.87,12.67,542.830379, 
64.8,12.97,542.849342, 
65.23,12.33,542.869411, 
61.66,13.07,542.888931, 
63.19,12.38,542.908798, 
64.65,13.15,542.929203, 
65.6,13.29,542.948512, 
66.67,13.99,542.968336, 
69.46,14.56,542.988128, 
66.02,14.78,543.007949, 
63,14.26,543.028282, 
66.55,14.85,543.047349, 
68.97,14.76,543.066839, 
62.93,14.73,543.087011, 
68.17,14.92,543.10701, 
64.69,14.78,543.126953, 
69.07,14.74,543.145959, 
70.31,16.13,543.165335, 
68.97,15.37,543.184452, 
62.66,13.12,543.204463, 
68.13,12.99,543.223666, 
61.84,13.36,543.243879, 
60.6,13.14,543.263053, 
60.85,12.5,543.28289, 
59.78,12.54,543.303208, 
60.55,12.91,543.32332, 
58.75,13.44,543.343807, 
63.02,12.7,543.363788, 
58.93,12.76,543.383766, 
59.07,14.3,543.40416, 
57.67,14.57,543.423412, 
58.04,14.43,543.444071, 
57.25,14.64,543.464669, 
50.79,14.79,543.485651, 
53.88,14.9,543.506305, 
57.55,14.36,543.526819, 
53.56,14.7,543.547364, 
56.77,14.85,543.567723, 
50.71,13.16,543.589068, 
56.57,14.6,543.609032, 
59.89,13.59,543.6286, 
59.73,12.23,543.64919, 
59.04,13.03,543.668029, 
46.87,12.54,543.688406, 
51.76,12.37,543.708495, 
53.83,12.77,543.728036, 
53.94,12.46,543.748268, 
45.56,12.71,543.768042, 
63.31,14.51,543.787751, 
65.32,14.31,543.807046, 
74.01,17.06,543.826968, 
64.1,13.65,543.846927, 
59.01,12.31,543.867482, 
66.44,12.41,543.887662, 
65.81,12.88,543.907403, 
60.32,12.85,543.927432, 
65.58,12.75,543.946938, 
62.4,12.34,543.966973, 
66.33,13.58,543.985956, 
59.83,14.42,544.006509, 
58.35,15.36,544.026758, 
49.2,13.39,544.047202, 
51.44,14.99,544.067617, 
57.72,14.58,544.088209, 
53.46,14.93,544.107997, 
63.82,14.76,544.128288, 
55,14.83,544.148512, 
54.52,14.74,544.169146, 
55.45,13.54,544.189867, 
63.31,15.2,544.209299, 
61.29,14.4,544.229306, 
51.6,12.35,544.24998, 
55.32,12.74,544.270651, 
50.92,12.59,544.291569, 
52.18,12.84,544.311496, 
51.97,12.44,544.332361, 
45.58,12.67,544.353179, 
53.03,12.37,544.373541, 
57,13.08,544.392871, 
57.89,12.42,544.412863, 
59.96,12.88,544.431801, 
57.69,12.26,544.451567, 
56.47,13.19,544.471109, 
54.38,12.19,544.491799, 
53.45,12.43,544.512415, 
48.43,12.6,544.53324, 
44.88,12.61,544.554765, 
46.25,12.66,544.575374, 
47.61,12.25,544.59634, 
47.41,12.79,544.616913, 
54.53,12.82,544.636515, 
57.53,12.98,544.656964, 
44.83,12.12,544.677909, 
55.02,12.85,544.698571, 
48.49,12.69,544.719439, 
49.7,12.93,544.739462, 
43.64,12.61,544.760803, 
49.07,12.78,544.78234, 
60.62,13.34,544.802531, 
53.48,12.45,544.823909, 
50.08,12.65,544.84465, 
46.72,12,544.866069, 
55.13,13.31,544.886038, 
54.97,12.68,544.907104, 
52.9,13.04,544.927903, 
50.29,12.45,544.949038, 
52,12.73,544.969991, 
60.01,12.78,544.990437, 
56.07,12.48,545.011365, 
52.09,12.74,545.031999, 
54.74,12.18,545.05275, 
54.78,13.05,545.072, 
63.62,12.59,545.09202, 
57.18,12.54,545.111737, 
59.62,12.79,545.131234, 
53.51,12.25,545.1518, 
52.13,12.94,545.172968, 
55.97,12.75,545.193116, 
51.2,12.54,545.213947, 
59.51,12.81,545.234299, 
54.24,12.87,545.254935, 
57.77,12.54,545.274941, 
61.32,12.72,545.293818, 
65.15,12.93,545.313906, 
59.77,12.83,545.332826, 
55.91,12.7,545.352784, 
53.63,12.87,545.37275, 
52.87,12.77,545.392981, 
50.7,12.9,545.414107, 
51.64,12.59,545.434752, 
60.98,12.57,545.454575, 
55.65,12.78,545.473999, 
59.18,12.89,545.493791, 
62.98,12.88,545.512923, 
53.16,12.75,545.533248, 
53.81,13.02,545.552306, 
55.85,12.6,545.572765, 
47.86,12.52,545.592951, 
55.45,12.96,545.613418, 
50.2,12.1,545.634339, 
50.01,12.6,545.69455, 
60.28,13.04,545.713718, 
57.28,12.57,545.734028, 
60.12,12.75,545.753308, 
59.73,12.95,545.772345, 
55.94,12.14,545.792461, 
51.67,12.38,545.812591, 
54.85,12.47,545.832707, 
54.11,12.65,545.853716, 
53.27,12.3,545.874653, 
51.49,12.29,545.895613, 
54.24,12.73,545.915721, 
51.55,12.42,545.936656, 
53.65,12.32,545.957562, 
53.76,12.9,545.977497, 
54.92,12.64,545.99748, 
