CPU_Power(W),DRAM_Power(W),Time(S),
54.5,12.42,546.017642, 
54.58,12.49,546.037721, 
54.79,11.89,546.057795, 
54.77,11.9,546.077861, 
54.56,12.49,546.097969, 
54.65,12.47,546.118054, 
54.58,12.47,546.138146, 
55,12.5,546.158226, 
54.48,12.72,546.178572, 
57.84,12.76,546.197, 
51.47,12.93,546.216458, 
50.27,12.22,546.235899, 
55.39,12.93,546.254208, 
58.23,13.14,546.272605, 
65.68,13.37,546.291044, 
57.16,13.14,546.310258, 
54.55,12.19,546.330036, 
59.09,12.73,546.350636, 
60.59,12.84,546.370353, 
60.63,13.29,546.389576, 
63.05,12.48,546.409266, 
57.9,12.81,546.428648, 
66.96,12.22,546.448449, 
60.38,12.93,546.467878, 
64.98,12.69,546.487074, 
57.91,12.67,546.507679, 
54,12.64,546.527982, 
62.9,13.56,546.548109, 
55.34,12.71,546.568902, 
57.05,13.11,546.588886, 
51.39,12.74,546.609712, 
63.52,14.08,546.629063, 
70.49,15.41,546.648268, 
81.61,16.73,546.668146, 
68.24,13.5,546.687549, 
67.17,12.48,546.707219, 
67.19,13.44,546.726545, 
70.39,12.66,546.746259, 
67.53,12.48,546.765476, 
64.84,12.84,546.785127, 
67.74,12.42,546.804866, 
67.55,13.32,546.824491, 
66.89,15.36,546.843803, 
68.9,14.4,546.863107, 
67.78,14.66,546.88233, 
71.29,15.35,546.901623, 
68.11,14.45,546.920936, 
68.15,14.67,546.940387, 
67.13,14.62,546.960263, 
63.75,14.61,546.980228, 
67.37,15.19,546.999949, 
66.64,14.12,547.019676, 
69.11,14.57,547.039858, 
68.98,14.49,547.059399, 
71.32,13.17,547.078844, 
67.28,13.6,547.098959, 
65.32,12.96,547.11825, 
75.55,13,547.137647, 
70.62,13.61,547.157449, 
67.67,14.36,547.176599, 
68.44,14.46,547.195838, 
70.03,12.45,547.215594, 
77.12,15.93,547.238931, 
66.86,14.4,547.258871, 
60.01,14.86,547.278349, 
59,14.95,547.298766, 
56.59,14.63,547.319667, 
60.2,16.54,547.339872, 
59.77,15.98,547.359134, 
81.3,18.74,547.378522, 
68.39,15.3,547.398468, 
64.5,15.35,547.417642, 
70.43,14.99,547.436955, 
68.55,14.99,547.456466, 
66.61,16.84,547.477055, 
66.56,14.15,547.496385, 
66.28,14.91,547.516715, 
68.76,16.27,547.540065, 
64.52,12.94,547.559041, 
65.57,14.88,547.578632, 
68.28,14.32,547.597976, 
87.15,17.81,547.617042, 
68.37,14.23,547.636356, 
63.8,16.07,547.658355, 
83.52,14.89,547.676783, 
61.82,12.69,547.695237, 
58.59,13.24,547.713902, 
55.18,12.46,547.733655, 
60.14,13.19,547.752742, 
60.44,13.7,547.771168, 
64.03,14.19,547.790201, 
73.58,17.21,547.809766, 
59.24,13,547.830022, 
57.1,12.69,547.850565, 
58.34,12.59,547.870654, 
50.47,12.65,547.89168, 
57.85,12.98,547.912559, 
57.92,12.72,547.9333, 
59.15,13.26,547.953755, 
52.27,12.18,547.974069, 
61.78,13.17,547.994009, 
59.85,12.94,548.013401, 
66.11,12.74,548.032646, 
63.91,12.93,548.052459, 
58.64,12.32,548.073027, 
54.92,12.46,548.092492, 
63.78,12.58,548.112607, 
56.76,12.97,548.132972, 
59.85,12.3,548.15321, 
58.78,12.61,548.172561, 
63.22,13.02,548.192721, 
59.01,12.96,548.21227, 
60.61,12.58,548.231681, 
65,12.97,548.251369, 
61.95,12.71,548.270461, 
64.52,12.73,548.289818, 
62.97,13.19,548.309363, 
66.38,12.53,548.328951, 
67.27,12.03,548.348138, 
64.77,13.02,548.367372, 
62.55,12.4,548.387881, 
60.91,12.98,548.407196, 
59.35,12.75,548.427633, 
56.36,12.63,548.447992, 
62.09,13.51,548.46736, 
66.91,12.71,548.486552, 
66.19,12.78,548.506863, 
62.77,12.97,548.52682, 
61.3,12.86,548.546094, 
64.99,13.47,548.565243, 
65.28,12.6,548.585006, 
63.62,13.27,548.604444, 
60.16,12.21,548.62458, 
62.38,12.72,548.644501, 
66.97,15.1,548.663979, 
61.74,12.68,548.684356, 
58.62,12.78,548.704478, 
60.47,12.95,548.724498, 
64.72,14.12,548.74401, 
68.98,14.56,548.764131, 
89.16,17.21,548.783422, 
64.24,12.77,548.802632, 
64.76,12.98,548.822375, 
58.93,12.68,548.84304, 
59.26,12.9,548.863765, 
57.75,12.83,548.883744, 
59.62,13.04,548.903176, 
56.92,12.79,548.923381, 
56.62,12.51,548.943438, 
56.07,12.23,548.963514, 
56.92,12.75,548.983536, 
58.27,12.51,549.003732, 
58.4,12.74,549.025735, 
56.16,12.91,549.046655, 
61.33,12.97,549.066572, 
59.02,13.13,549.087329, 
56.2,12.71,549.108191, 
56.1,11.94,549.128739, 
58.77,12.88,549.149058, 
65.43,13.47,549.16953, 
55.52,12.65,549.189537, 
53.58,12.79,549.209916, 
55.81,13.54,549.229548, 
59.46,13.19,549.249972, 
60.97,13.17,549.26954, 
58.57,12.86,549.28939, 
61.16,12.54,549.309924, 
58.79,13.01,549.330287, 
56.85,12.7,549.350002, 
65.67,12.77,549.370333, 
58.84,13,549.391004, 
55.4,12.35,549.41124, 
53.33,12.88,549.432077, 
57.23,12.76,549.45259, 
56.11,12.59,549.473052, 
54.54,12.27,549.493794, 
60.43,12.98,549.513909, 
60.83,12.43,549.533419, 
66.6,12.88,549.552601, 
66.14,12.98,549.571315, 
69.29,14.7,549.590175, 
70.16,13.93,549.610102, 
78.64,17.42,549.62975, 
66.3,12.53,549.648837, 
67.85,12.76,549.668169, 
66.26,13.04,549.687769, 
63.68,12.87,549.70817, 
66.61,12.51,549.727629, 
67.85,13.13,549.746928, 
66.97,12.98,549.767255, 
65.23,13.44,549.787003, 
64.79,15.24,549.806261, 
67.34,14.89,549.826057, 
64.47,14.09,549.8454, 
68.09,15.17,549.864763, 
65.26,14.81,549.884582, 
63.1,14.48,549.904308, 
64.45,14.75,549.924054, 
69.74,14.51,549.943665, 
70.52,14.98,549.962996, 
69.31,14.34,549.982454, 
69.94,14.4,550.001772, 
74.57,13.6,550.02104, 
74.22,13.71,550.041175, 
72.98,14.09,550.0607, 
71.11,12.87,550.080085, 
67.33,12.62,550.09927, 
68.46,13.32,550.118307, 
69.61,13.22,550.137568, 
67.54,13.03,550.15696, 
69.36,12.88,550.176295, 
64.03,12.96,550.196606, 
65.02,14.84,550.215978, 
69.48,15.14,550.235149, 
65.14,14.32,550.254451, 
70.19,14.15,550.273972, 
63.31,14.81,550.293466, 
70.15,14.55,550.313404, 
68.53,14.56,550.332658, 
70.13,14.74,550.352289, 
68.92,15.24,550.371698, 
70.73,14.96,550.391045, 
74.94,15.98,550.410289, 
89.33,18.97,550.429455, 
70.51,13.71,550.449571, 
71.13,13.48,550.469141, 
68.39,13.11,550.48847, 
67.35,12.79,550.507792, 
68.72,12.63,550.52711, 
68.66,12.39,550.546386, 
67.4,12.41,550.565687, 
65.92,12.91,550.584982, 
72.16,13,550.605125, 
68.87,13.57,550.624843, 
70.67,15.3,550.64461, 
62.9,14.68,550.664628, 
65.31,14.99,550.683483, 
62.95,14.15,550.703298, 
61.68,14.68,550.722925, 
66.94,14.58,550.742289, 
65.98,14.71,550.762071, 
62.36,14.33,550.781862, 
60.95,14.43,550.801607, 
72.66,14.63,550.8209, 
65.08,13.68,550.840262, 
67.08,14.03,550.859775, 
61.56,12.83,550.879064, 
62.66,13.2,550.898558, 
62.22,12.94,550.918089, 
60.53,12.53,550.937651, 
60.91,12.5,550.957242, 
60.02,12.48,550.976902, 
60.36,12.79,550.996527, 
59.75,12.57,551.015767, 
61.71,12.33,551.035443, 
52.83,13.3,551.055943, 
58.89,15.06,551.07559, 
58.9,14.05,551.095203, 
61.25,14.82,551.114901, 
57.87,14.25,551.13473, 
59.61,13.65,551.155245, 
59.17,14.62,551.175584, 
59.8,14.59,551.195599, 
59,14.15,551.215568, 
60.27,14.61,551.234978, 
57.04,13.34,551.254649, 
58.6,14.4,551.274129, 
57.89,12.7,551.293428, 
58.73,12.34,551.312745, 
58.2,13.53,551.332014, 
57.78,12.75,551.351143, 
58.62,12.2,551.370324, 
56.87,12.1,551.389565, 
57.62,12.36,551.40892, 
59.59,12.45,551.428196, 
57.77,13.13,551.447546, 
57.32,12.13,551.469019, 
60.06,14.59,551.487899, 
73.55,15.01,551.507042, 
71.94,14.64,551.526171, 
69.27,14.51,551.545804, 
66.88,14.3,551.565576, 
65.71,14.77,551.585162, 
68.9,14.7,551.604159, 
68.2,14.25,551.623528, 
73.98,16.11,551.642916, 
72.65,15.45,551.664979, 
82.6,18.29,551.684389, 
71.2,14.88,551.702776, 
68.88,12.8,551.721085, 
71.27,13.66,551.740435, 
71.85,13.43,551.759587, 
68.64,12.6,551.779704, 
72.02,12.95,551.799791, 
69.34,12.94,551.818944, 
70.78,12.38,551.838229, 
68.39,12.87,551.857585, 
70.12,13.16,551.87689, 
67.02,13.38,551.897523, 
66.13,15.14,551.91793, 
68.37,14.82,551.936582, 
71.29,14.93,551.95597, 
69.08,14.22,551.974944, 
67.96,14.77,551.994699, 
71.93,15.04,552.014265, 
68.37,14.5,552.03365, 
68.97,14.69,552.053369, 
67.24,14.92,552.072741, 
65.73,14.08,552.092323, 
63.46,13.74,552.11276, 
69.48,14.78,552.132866, 
69.2,13.14,552.152914, 
69.76,13.41,552.172821, 
65.46,13.55,552.192972, 
66.17,12.35,552.212288, 
69.29,13.52,552.23208, 
63.19,13.09,552.251406, 
64.1,12.73,552.270984, 
66.47,13.03,552.290488, 
67.78,12.56,552.309643, 
66.99,14.39,552.329081, 
69.69,14.51,552.348549, 
67.24,14.58,552.367602, 
68.46,14.58,552.386993, 
69.41,15.16,552.406333, 
69.71,14.43,552.425556, 
68.04,15.01,552.445831, 
71.59,15.03,552.465616, 
67.31,14.54,552.485401, 
65.87,15,552.504806, 
60.26,13.46,552.524201, 
70.7,14.25,552.54451, 
69.28,13.48,552.563971, 
64.62,12.59,552.583511, 
65.41,13.04,552.602752, 
67.96,12.83,552.622257, 
64.06,12.55,552.641763, 
65.31,13.36,552.661314, 
68.57,12.82,552.680609, 
68.63,13.6,552.700547, 
68.79,12.95,552.719884, 
68.22,13.59,552.739713, 
69.73,14.91,552.759084, 
70.49,15.19,552.77846, 
74.68,14.38,552.79742, 
74.05,15.67,552.816627, 
67.96,14.3,552.83584, 
71.6,14.75,552.855192, 
69.51,14.87,552.874392, 
68.83,14.34,552.893779, 
73.38,14.88,552.912658, 
71.21,14.57,552.931951, 
68.89,13.77,552.951446, 
68.78,14.24,552.970739, 
66.46,13.36,552.99026, 
66.93,12.25,553.00902, 
69.45,14,553.027703, 
67.35,12.95,553.047057, 
69.42,12.82,553.065499, 
68.33,12.91,553.08449, 
61.95,12.92,553.104065, 
65.54,12.6,553.122489, 
65.74,12.2,553.141763, 
67.64,12.44,553.161088, 
66.48,14.49,553.181165, 
53.21,14.19,553.201808, 
57.92,14.55,553.22152, 
60.42,15.04,553.241314, 
60.2,14.84,553.260793, 
64.67,14.84,553.27961, 
67.03,14.78,553.298341, 
63.07,14.87,553.317551, 
65.03,15.26,553.336964, 
71.76,16.6,553.356947, 
80.66,18.36,553.376299, 
66.84,14.26,553.395699, 
63.64,14.46,553.415202, 
69.53,13,553.434205, 
66.71,12.91,553.453858, 
64.21,13.31,553.473223, 
67.36,12.73,553.492593, 
67.14,12,553.511952, 
67.08,13.23,553.531303, 
68.56,12.59,553.550709, 
69.51,12.94,553.570261, 
65.3,12.41,553.590332, 
68,13.99,553.609501, 
65.63,14.33,553.628671, 
66.4,14.95,553.648496, 
62.87,14.55,553.667681, 
61.42,14.76,553.689208, 
64.11,14.68,553.710046, 
53.79,14.38,553.730236, 
58.22,14.59,553.751124, 
59.1,15.04,553.770596, 
62.3,14.6,553.790874, 
53.84,13.76,553.811893, 
55.74,14.1,553.832206, 
56.17,13.9,553.851775, 
56.36,12.69,553.871534, 
60.35,12.75,553.890745, 
64.43,12.71,553.910034, 
60.85,12.53,553.929966, 
57.43,12.52,553.950667, 
54.78,12.92,553.969924, 
64.22,12.71,553.990741, 
56.55,12.5,554.010846, 
63.95,13.63,554.030307, 
64.5,12.62,554.049808, 
64.59,13.79,554.069388, 
67.82,12.14,554.088499, 
69.04,13.96,554.108448, 
63.86,12.7,554.128533, 
57.61,12.31,554.148498, 
61.25,12.34,554.168541, 
61.43,13.13,554.188824, 
57.08,12.52,554.208843, 
59.03,12.92,554.229454, 
51.28,12.43,554.250181, 
56.93,12.71,554.270786, 
61.52,12.88,554.290281, 
58.17,12.8,554.311232, 
53.01,12.44,554.331156, 
54.23,13.04,554.352285, 
52.32,12.63,554.372285, 
56.95,13.35,554.392236, 
56.81,12.63,554.411585, 
56.76,12.25,554.431994, 
53.61,12.35,554.45202, 
58.79,12.77,554.472087, 
57.48,12.98,554.492419, 
61.48,12.7,554.511924, 
61.86,12.73,554.53129, 
59.51,13.01,554.551149, 
60.05,12.61,554.571466, 
56.05,12.94,554.592481, 
57.03,13.35,554.612769, 
57.84,13.33,554.63348, 
59.68,12.67,554.653367, 
61.35,13.24,554.673331, 
57.67,12.71,554.693253, 
59.68,13.05,554.712508, 
59.36,12.34,554.731893, 
62.94,12.88,554.7518, 
61.88,13.25,554.771223, 
67.06,13.48,554.790639, 
62.95,12.33,554.810723, 
56.26,12.73,554.830903, 
60.68,12.93,554.85077, 
57.21,12.41,554.871392, 
53.26,12.62,554.891958, 
58.29,13.3,554.912282, 
66.02,13.16,554.931512, 
63.92,12.56,554.950792, 
65.15,12.89,554.971256, 
57.63,13.23,554.991374, 
54.77,12.91,555.012387, 
59.03,13,555.032479, 
57.86,13.05,555.053267, 
61.93,13,555.073235, 
62.84,12.96,555.093568, 
62.76,13.3,555.114039, 
62.93,12.65,555.133656, 
68.35,13.4,555.153125, 
66.87,12.42,555.17257, 
67.3,12.82,555.192025, 
66.09,12.46,555.211734, 
67.26,13.08,555.231381, 
57.05,12.45,555.252251, 
66.64,12.92,555.271762, 
62.08,12.89,555.291558, 
70.68,12.87,555.310735, 
68.79,12.64,555.329989, 
71.17,13.79,555.349508, 
68.39,12.24,555.369228, 
67,12.18,555.389298, 
64.25,12.59,555.409338, 
59.67,12.31,555.428907, 
64.19,12.77,555.449082, 
69.62,13.48,555.469096, 
61.89,12.82,555.489881, 
65.73,13.22,555.509808, 
63.4,12.85,555.530603, 
58.87,12.36,555.550946, 
66.89,13.94,555.570685, 
71.08,14.72,555.59056, 
83.55,17.85,555.609246, 
72.32,14.26,555.627494, 
67.9,14.09,555.646956, 
74.53,16.57,555.666161, 
54.76,12.28,555.686153, 
50.75,12.43,555.706373, 
50.57,12.57,555.726365, 
52.33,12.16,555.746155, 
54.07,12.43,555.765923, 
54.34,12.31,555.785742, 
55.67,11.69,555.805577, 
55.77,12.65,555.825474, 
53.4,12.17,555.84592, 
49.04,12.28,555.86634, 
51.69,12.29,555.886707, 
49.39,12.34,555.907021, 
49.25,12.33,555.927363, 
49.52,12.01,555.947757, 
49.8,12.24,555.968469, 
48.45,12.43,555.989215, 
48.45,12.16,556.009873, 
49.41,12.38,556.030592, 
46.67,12.3,556.051634, 
47.44,12.44,556.07275, 
47.68,12.58,556.093626, 
47.79,12.47,556.114693, 
47.25,12.5,556.13573, 
55.04,12.88,556.156909, 
56.16,12.7,556.177336, 
59.22,12.89,556.197018, 
60.91,12.08,556.216309, 
61.57,13.1,556.235122, 
60.17,12.71,556.254523, 
59.02,11.87,556.273957, 
56.02,13.13,556.293444, 
50.58,12.75,556.314285, 
58.34,12.68,556.334428, 
55.32,12.69,556.353582, 
66.82,13.78,556.373512, 
64.92,14.34,556.393434, 
74.49,16.91,556.414331, 
69.23,14.44,556.433226, 
71.26,12.79,556.452186, 
64.44,13.19,556.471274, 
66.24,12.97,556.490594, 
66.38,12.62,556.509369, 
70.47,12.37,556.528149, 
64.83,12.85,556.546983, 
69.82,13.04,556.566435, 
62.76,14.28,556.586378, 
66.44,14.36,556.605908, 
64.58,15.28,556.624855, 
64.69,14.76,556.644404, 
65.79,14.23,556.663368, 
66.76,14.85,556.68224, 
66.64,14.85,556.701377, 
71.43,15.33,556.720252, 
71.63,15.07,556.739209, 
75.63,16.91,556.75801, 
71.64,16.22,556.780931, 
89.68,16.75,556.799917, 
64.64,13.85,556.819434, 
66.08,13.27,556.838882, 
65.14,13.34,556.857837, 
64.31,12.9,556.876865, 
63.48,12.19,556.896767, 
67.42,13.89,556.91563, 
67.77,12.81,556.934973, 
67.35,13.27,556.953742, 
70.01,12.2,556.972529, 
68.65,13.25,556.991381, 
58.26,14.55,557.011733, 
54.12,14.72,557.031241, 
60.98,14.79,557.051739, 
60.92,14.72,557.071951, 
55.1,15.34,557.093247, 
61.76,15.38,557.113749, 
60.74,15.62,557.13356, 
62.93,14.88,557.152682, 
57.68,14.69,557.171636, 
62.13,13.95,557.19071, 
60.66,13.99,557.209861, 
56.66,13.78,557.230651, 
57.26,13.76,557.249576, 
63.19,13.16,557.269302, 
62.17,13.99,557.289684, 
57.68,15.58,557.312398, 
72.39,14.01,557.332387, 
54.56,12.7,557.353105, 
56.28,12.18,557.373344, 
53.57,12.64,557.394713, 
53.01,12.51,557.415648, 
52.82,13.11,557.436284, 
58.26,12.14,557.456331, 
56.71,13.42,557.47607, 
56.64,12.49,557.495924, 
55.27,13.06,557.515296, 
57.73,12.15,557.535399, 
54.87,12.87,557.555329, 
55.04,12.87,557.575592, 
58.67,13.34,557.594503, 
54.01,12.21,557.61512, 
51.29,12.66,557.63516, 
58.03,12.56,557.655124, 
51.69,12.45,557.675873, 
51.2,11.99,557.696165, 
56.89,13.3,557.71571, 
56.78,12.36,557.735262, 
63.33,13.94,557.754748, 
59.46,14.7,557.774384, 
71.64,16.12,557.793795, 
50.94,12.36,557.814426, 
47.97,12.52,557.834962, 
55.56,13.3,557.854787, 
62.47,13.2,557.874274, 
63.11,13.01,557.894855, 
54.71,12.92,557.915481, 
54.21,12.9,557.935412, 
59.89,13.3,557.954649, 
61.14,13.01,557.973555, 
58.78,12.64,557.992852, 
54.31,12.58,558.013056, 
61.16,13.02,558.032009, 
59.11,12.88,558.05117, 
57.06,12.61,558.070649, 
63.86,14.45,558.089548, 
66.11,13.27,558.113237, 
75.74,17.9,558.132882, 
59.49,13.19,558.152907, 
51.9,12.57,558.173066, 
58.66,12.86,558.19309, 
61.65,12.85,558.213235, 
58.71,13,558.233325, 
61.76,12.94,558.252956, 
59.12,12.62,558.27324, 
59.94,13.15,558.293184, 
58.46,13.5,558.313138, 
60.24,14.37,558.332092, 
76.45,16.71,558.352694, 
74.34,14.65,558.37169, 
67.85,12.94,558.390584, 
69,12.85,558.409505, 
68.42,13.31,558.42846, 
70.32,12.94,558.447675, 
70.63,12.96,558.46654, 
68.31,13.76,558.485812, 
68.13,13.4,558.505685, 
55.57,14.38,558.52523, 
64.23,15.27,558.544199, 
68.82,14.73,558.563469, 
66.83,14.55,558.582409, 
69.46,15.29,558.601373, 
74.73,16.44,558.620373, 
86.21,19.07,558.639582, 
67.99,14.71,558.65881, 
64.67,14.35,558.678194, 
64.05,14.48,558.697607, 
69.12,15.16,558.716751, 
63.95,14.42,558.736297, 
64.29,13.46,558.755345, 
66.02,12.77,558.774671, 
64.48,13.33,558.793578, 
65.45,12.87,558.81251, 
64.68,12.88,558.831445, 
61.59,12.61,558.851214, 
63.9,13.02,558.870563, 
63.62,12.83,558.890102, 
63.38,13.1,558.909502, 
69.13,12.94,558.929547, 
62.94,14.75,558.948945, 
63.64,14.67,558.968747, 
62.95,14.43,558.98868, 
63.99,14.9,559.009, 
61.11,14.56,559.029112, 
60.31,14.5,559.049141, 
66.88,14.65,559.068671, 
71.94,14.91,559.087765, 
74.4,14.95,559.107116, 
66.7,13.35,559.126372, 
70.94,13.88,559.145994, 
68.08,14.61,559.165743, 
62.59,12.7,559.185452, 
64.44,13.84,559.204782, 
71.5,13.09,559.224595, 
60.07,12.34,559.244669, 
65.97,13.14,559.26433, 
69.39,12.95,559.283491, 
62.57,12.5,559.303243, 
64.42,12.63,559.322954, 
65.2,13.86,559.342713, 
64.67,12.49,559.362407, 
65.73,14.68,559.38148, 
67.32,14.1,559.400668, 
71.89,15.09,559.419755, 
65.63,13.88,559.439464, 
63.95,14.59,559.458666, 
67.86,14.87,559.478462, 
70.97,15.49,559.497879, 
69.86,13.94,559.5173, 
67.26,14.2,559.536571, 
67.47,13.51,559.555796, 
73.4,14.41,559.575118, 
69.45,14.63,559.594262, 
68.95,12.84,559.613347, 
68.5,13.1,559.632456, 
68.23,12.96,559.651602, 
66.06,12.53,559.670749, 
69.34,12.92,559.689858, 
67.63,12.42,559.708994, 
70.6,13.09,559.728108, 
65.88,12.42,559.747239, 
69.99,13.34,559.766338, 
66.26,13.42,559.786162, 
62.07,14.23,559.805916, 
69.37,15.2,559.825655, 
69.72,14.9,559.844889, 
69,14.5,559.864258, 
71.44,16.41,559.883669, 
87.39,18.99,559.907551, 
66.92,14.79,559.92761, 
67.2,14.73,559.947387, 
65.99,14.99,559.967432, 
62.83,14.16,559.986918, 
66.2,15.01,560.006573, 
70.19,14.18,560.025983, 
62.29,12.46,560.045301, 
65.85,13.81,560.065159, 
69.05,13.24,560.084225, 
73.01,12.91,560.10336, 
68.9,13.18,560.122202, 
67.7,12.86,560.141465, 
68.31,12.9,560.16112, 
61.79,12.85,560.180887, 
64.89,13.03,560.20051, 
60.48,13.85,560.22016, 
69.34,15.34,560.239836, 
69.1,14.4,560.25912, 
63.07,14.94,560.278614, 
61.8,14.09,560.298288, 
62.41,14.7,560.317979, 
67.03,14.49,560.336836, 
64.53,14.84,560.356167, 
70.15,14.92,560.375461, 
72.29,16.67,560.394687, 
80.68,17.55,560.415345, 
79.32,14.82,560.434517, 
65.38,13.64,560.453901, 
67.72,13.42,560.473794, 
67.09,13.68,560.493884, 
65.19,12.61,560.514366, 
69.01,13.26,560.533589, 
67.37,12.72,560.553444, 
61.32,12.35,560.573584, 
65.59,12.97,560.593442, 
57.83,12.04,560.61322, 
68.16,13.36,560.633029, 
68.28,13.97,560.653561, 
61.26,14.62,560.673368, 
62.75,14.59,560.693239, 
65.99,15.13,560.712464, 
59.47,14.13,560.73177, 
58.65,14.47,560.750566, 
59.52,14.58,560.769181, 
60.01,14.35,560.787836, 
58.03,14.22,560.806475, 
60.82,14.82,560.825061, 
58.25,13.54,560.843537, 
58.19,13.88,560.861962, 
55.94,14.06,560.880351, 
57.14,12.85,560.898615, 
58.26,12.43,560.916869, 
57.8,13.6,560.93533, 
56.38,12.49,560.954746, 
58.47,12.1,560.974418, 
55.89,12.31,560.993473, 
56.79,11.83,561.012799, 
57.2,12.56,561.031424, 
55.26,12,561.049732, 
57.45,11.76,561.069054, 
56.78,14.22,561.088362, 
59.11,14.71,561.106876, 
59.83,13.85,561.125227, 
70.72,14.82,561.143593, 
72.7,15.22,561.161947, 
65.96,13.86,561.180367, 
73.13,15.21,561.199203, 
67.38,15.56,561.217597, 
68.35,14.49,561.235598, 
69.79,15.65,561.253477, 
69.3,14.71,561.271735, 
63.57,13.74,561.290208, 
64.54,14.13,561.309171, 
64.09,14.47,561.32814, 
64.74,13.17,561.346664, 
69.74,13.14,561.365056, 
67.54,12.55,561.383805, 
65.85,12.98,561.402427, 
68.65,12.78,561.420964, 
65.57,12.79,561.439514, 
62.82,12.96,561.458554, 
65.82,13.24,561.477119, 
67.81,13.32,561.496017, 
61.58,12.57,561.51499, 
65.92,14.24,561.534215, 
63.4,14.55,561.552797, 
65.91,14.16,561.571963, 
63.91,15.06,561.590457, 
73.67,14.96,561.609518, 
62.98,13.64,561.628576, 
61.67,14.71,561.647148, 
62.8,14.72,561.665585, 
70.64,15.07,561.68403, 
64.01,14.16,561.702854, 
63.62,14.22,561.721438, 
68.68,13.91,561.740414, 
65.82,15.02,561.759124, 
66.82,13.82,561.777908, 
62.47,12.93,561.796238, 
66.93,13.23,561.814918, 
59.59,12.85,561.833869, 
62.83,12.79,561.852162, 
65.37,13.15,561.87035, 
64.81,12.68,561.888893, 
67.51,13.25,561.907239, 
64.35,13.02,561.925585, 
63.07,12.76,561.943813, 
64.05,12.14,561.962479, 
58.72,13.91,561.982137, 
59.74,14.47,562.001055, 
57.62,14.74,562.020348, 
56.45,14.94,562.040028, 
56.24,14.74,562.059633, 
54,14.78,562.079496, 
57.99,14.73,562.098684, 
59.34,14.71,562.117313, 
56.58,14.41,562.136094, 
55.06,14.53,562.155858, 
53.11,14.31,562.174643, 
58.97,13.87,562.193358, 
69.18,15.39,562.211736, 
66,16.05,562.231535, 
77.22,16.58,562.251666, 
70.95,14.05,562.271395, 
69.6,13.2,562.29092, 
66.42,13.11,562.310247, 
65.7,12.62,562.330181, 
65.66,13.02,562.349931, 
67.29,12.89,562.369374, 
64.38,12.73,562.388309, 
67.84,12.93,562.407556, 
66.08,12.77,562.428069, 
63.7,14.35,562.448004, 
61.86,14.89,562.467701, 
63.12,15.26,562.487934, 
65.59,14.65,562.507595, 
65.24,14.71,562.527316, 
59.61,14.49,562.547181, 
61.64,14.58,562.566324, 
66.03,15.03,562.586377, 
62.68,14.31,562.605607, 
64.43,14.63,562.625111, 
59.61,14.16,562.644542, 
60.17,13.58,562.663994, 
57.19,14.35,562.682943, 
64.65,13.15,562.701947, 
60.3,12.47,562.721875, 
54.61,13.14,562.743155, 
52.07,12.23,562.763205, 
57.6,13.24,562.782742, 
55.66,12.32,562.802785, 
54.99,12.88,562.822977, 
53.87,13.15,562.843062, 
60.88,12.61,562.863768, 
53.12,12.56,562.884495, 
51.69,12.39,562.904959, 
56.52,13.14,562.92531, 
61.56,12.61,562.945958, 
55.97,13.15,562.966544, 
56.58,12.85,562.986626, 
53.09,12.57,563.006729, 
55.45,12.56,563.025953, 
55.69,12.56,563.04688, 
54.79,12.73,563.066921, 
61.72,12.63,563.086447, 
58.71,12.34,563.106229, 
62.06,13.15,563.125506, 
52.91,12.53,563.146024, 
55.3,12.61,563.165913, 
55.71,12.71,563.185757, 
57.23,12.66,563.20547, 
60.59,13.06,563.225493, 
55.71,12.68,563.245156, 
62.11,13.62,563.264804, 
60.26,12.61,563.284533, 
61.54,12.49,563.304057, 
56.79,12.74,563.324464, 
54.06,12.24,563.345395, 
49.98,12.61,563.366281, 
56.5,13.05,563.386773, 
59.21,13.13,563.407143, 
58.75,12.93,563.428143, 
56.97,13.03,563.448873, 
57.54,13,563.468604, 
55.75,12.74,563.490283, 
51.56,12.94,563.511827, 
56.58,13.43,563.531098, 
64.86,13.09,563.550373, 
